batter,name,pa,k_pct,bb_pct,chase_pct,whiff_pct,barrel_pct,kmeans_label,gmm_label,dbscan_label,archetype
677942,Blaze Alexander,207,22.70531400966184,6.280193236714976,29.77099236641221,23.732718894009217,7.1,0,0,0,contact
686681,Michael Massey,207,15.942028985507246,4.3478260869565215,38.3248730964467,18.89168765743073,7.3,0,0,0,contact
669236,Jeremiah Jackson,206,19.41747572815534,1.941747572815534,38.57566765578635,23.902439024390244,6.8,0,0,0,contact
656716,Zach Mckinstry,206,16.990291262135923,10.194174757281552,28.71794871794872,12.307692307692308,2.0,0,0,0,contact
663968,Jake Mangum,206,18.446601941747574,4.854368932038835,48.29268292682927,17.225950782997764,1.3,0,0,0,contact
657656,Ramón Laureano,206,31.553398058252423,9.70873786407767,32.743362831858406,30.14018691588785,14.3,1,1,0,power
663993,Nathaniel Lowe,204,25.0,11.764705882352942,27.074235807860266,17.41424802110818,11.0,1,1,0,power
665161,Jeremy Peña,203,17.24137931034483,7.389162561576355,34.88943488943489,26.119402985074625,4.0,0,1,0,contact
641857,Ryan Mcmahon,203,30.541871921182267,7.389162561576355,30.1980198019802,27.851458885941646,11.2,1,1,0,power
667670,Brent Rooker,203,32.01970443349754,8.866995073891626,31.025641025641026,36.187845303867405,15.4,1,1,0,power
