batter,name,team,pa,avg,obp,p_1b,p_2b,p_3b,p_hr,p_bb,p_k,p_dp,p_out,p_sf,p_sh,sb_rate,cs_rate
571970,Max Muncy,Los Angeles,303,0.265,0.36,0.132013201320132,0.039603960396039604,0.0033003300330033004,0.056105610561056105,0.1287128712871286,0.23102310231023102,0.013201320132013201,0.39603960396039606,0.0,0.0,0.012658227848101266,0.0
671739,Michael Harris II,Atlanta,301,0.293,0.329,0.18604651162790697,0.04318936877076412,0.0,0.046511627906976744,0.0531561461794019,0.19933554817275748,0.006644518272425249,0.4584717607973422,0.006644518272425249,0.0,0.06944444444444445,0.013888888888888888
680574,Matt McLain,Cincinnati,300,0.196,0.299,0.1,0.043333333333333335,0.0,0.02666666666666667,0.1266666666666666,0.2633333333333333,0.01,0.42333333333333334,0.0,0.006666666666666667,0.16176470588235295,0.029411764705882353
689414,Liam Hicks,Miami,298,0.283,0.36,0.174496644295302,0.02348993288590604,0.003355704697986577,0.0436241610738255,0.11409395973154357,0.09395973154362416,0.010067114093959731,0.5167785234899329,0.016778523489932886,0.003355704697986577,0.011627906976744186,0.0
641343,Jake Bauers,Milwaukee,297,0.268,0.37,0.13468013468013468,0.04040404040404041,0.003367003367003367,0.050505050505050504,0.14141414141414133,0.2558922558922559,0.010101010101010102,0.3602693602693603,0.003367003367003367,0.0,0.06097560975609756,0.012195121951219513
656811,Ryan O\'Hearn,Pittsburgh,295,0.286,0.342,0.17966101694915254,0.03728813559322034,0.0,0.04406779661016949,0.08135593220338977,0.22372881355932203,0.03728813559322034,0.3898305084745763,0.006779661016949152,0.0,0.012987012987012988,0.0
687462,Spencer Horwitz,Pittsburgh,295,0.28,0.386,0.15932203389830507,0.03728813559322034,0.003389830508474576,0.03389830508474576,0.15254237288135597,0.13559322033898305,0.03389830508474576,0.43050847457627117,0.013559322033898305,0.0,0.010869565217391304,0.0
672580,Maikel Garcia,Kansas City,294,0.261,0.32,0.16326530612244897,0.05782312925170068,0.006802721088435374,0.01020408163265306,0.08163265306122447,0.15306122448979592,0.02040816326530612,0.5,0.006802721088435374,0.0,0.06944444444444445,0.041666666666666664
682829,Elly De La Cruz,Cincinnati,293,0.274,0.341,0.14675767918088736,0.04778156996587031,0.006825938566552901,0.04436860068259386,0.09556313993174059,0.2901023890784983,0.013651877133105802,0.34812286689419797,0.006825938566552901,0.0,0.14084507042253522,0.07042253521126761
641487,J.P. Crawford,Seattle,292,0.214,0.329,0.13013698630136986,0.017123287671232876,0.0,0.03424657534246575,0.14726027397260277,0.20205479452054795,0.0136986301369863,0.4520547945205479,0.003424657534246575,0.0,0.012345679012345678,0.037037037037037035
665019,Kody Clemens,Minnesota,292,0.241,0.303,0.1095890410958904,0.0547945205479452,0.00684931506849315,0.04794520547945205,0.0821917808219178,0.21575342465753425,0.017123287671232876,0.4589041095890411,0.0,0.00684931506849315,0.10714285714285714,0.03571428571428571
686469,Vinnie Pasquantino,Kansas City,291,0.224,0.309,0.13402061855670103,0.03436426116838488,0.006872852233676976,0.020618556701030927,0.11340206185567014,0.17525773195876287,0.010309278350515464,0.49140893470790376,0.013745704467353952,0.0,0.041666666666666664,0.0
677649,Ezequiel Duran,Texas,289,0.273,0.326,0.1695501730103806,0.05190311418685121,0.006920415224913495,0.020761245674740483,0.07612456747404839,0.23183391003460208,0.010380622837370242,0.42214532871972316,0.006920415224913495,0.0034602076124567475,0.08450704225352113,0.014084507042253521
650489,Willi Castro,Colorado,289,0.269,0.339,0.17647058823529413,0.04498269896193772,0.0,0.020761245674740483,0.09688581314878886,0.2629757785467128,0.010380622837370242,0.38408304498269896,0.0034602076124567475,0.0,0.0759493670886076,0.05063291139240506
665926,Andrés Giménez,Toronto,289,0.237,0.282,0.1453287197231834,0.04498269896193772,0.0034602076124567475,0.02422145328719723,0.06228373702422141,0.1972318339100346,0.020761245674740483,0.4844290657439446,0.010380622837370242,0.006920415224913495,0.16666666666666666,0.03333333333333333
665742,Juan Soto,New York,289,0.293,0.403,0.1522491349480969,0.02768166089965398,0.006920415224913495,0.058823529411764705,0.15916955017301038,0.1245674740484429,0.010380622837370242,0.45674740484429066,0.0034602076124567475,0.0,0.06741573033707865,0.033707865168539325
800050,Chase DeLauter,Cleveland,288,0.275,0.344,0.16666666666666666,0.052083333333333336,0.003472222222222222,0.024305555555555556,0.09722222222222232,0.13194444444444445,0.020833333333333332,0.4965277777777778,0.006944444444444444,0.0,0.039473684210526314,0.013157894736842105
687859,Troy Johnston,Colorado,287,0.313,0.378,0.1916376306620209,0.07665505226480836,0.0,0.010452961672473868,0.09756097560975607,0.17073170731707318,0.006968641114982578,0.4355400696864111,0.006968641114982578,0.003484320557491289,0.04819277108433735,0.04819277108433735
683146,Brett Baty,New York,286,0.211,0.295,0.13636363636363635,0.03496503496503497,0.0034965034965034965,0.01048951048951049,0.11188811188811187,0.2727272727272727,0.006993006993006993,0.4125874125874126,0.01048951048951049,0.0,0.04285714285714286,0.014285714285714285
694384,Nolan Schanuel,Los Angeles,286,0.262,0.332,0.16433566433566432,0.04895104895104895,0.0,0.02097902097902098,0.09790209790209792,0.14685314685314685,0.03146853146853147,0.4825174825174825,0.006993006993006993,0.0,0.0,0.013333333333333334
683083,Nasim Nuñez,Washington,284,0.233,0.32,0.17253521126760563,0.014084507042253521,0.01056338028169014,0.0035211267605633804,0.11267605633802824,0.23943661971830985,0.01056338028169014,0.4119718309859155,0.0035211267605633804,0.02112676056338028,0.3950617283950617,0.037037037037037035
665833,Oneil Cruz,Pittsburgh,283,0.264,0.35,0.14840989399293286,0.0353356890459364,0.0,0.04946996466431095,0.11660777385159016,0.3462897526501767,0.01060070671378092,0.29328621908127206,0.0,0.0,0.28,0.05333333333333334
686555,Isaac Collins,Kansas City,282,0.231,0.339,0.1347517730496454,0.04964539007092199,0.0,0.010638297872340425,0.14184397163120566,0.23049645390070922,0.014184397163120567,0.40425531914893614,0.0070921985815602835,0.0070921985815602835,0.05128205128205128,0.05128205128205128
671277,Luis García Jr.,Washington,281,0.28,0.31,0.14590747330960854,0.05338078291814947,0.010676156583629894,0.05693950177935943,0.042704626334519546,0.1494661921708185,0.017793594306049824,0.5195729537366548,0.0035587188612099642,0.0,0.03773584905660377,0.018867924528301886
656775,Cedric Mullins,Tampa Bay,281,0.212,0.291,0.13523131672597866,0.014234875444839857,0.0035587188612099642,0.03202846975088968,0.10676156583629903,0.199288256227758,0.0071174377224199285,0.4804270462633452,0.0071174377224199285,0.014234875444839857,0.19696969696969696,0.09090909090909091
543807,George Springer,Toronto,279,0.221,0.308,0.12186379928315412,0.03942652329749104,0.0035842293906810036,0.02867383512544803,0.12186379928315405,0.2007168458781362,0.021505376344086023,0.45878136200716846,0.0035842293906810036,0.0,0.09230769230769231,0.03076923076923077
686217,Sal Frelick,Milwaukee,278,0.252,0.321,0.1618705035971223,0.046762589928057555,0.0,0.01079136690647482,0.1151079136690647,0.08992805755395683,0.014388489208633094,0.5467625899280576,0.01079136690647482,0.0035971223021582736,0.08450704225352113,0.028169014084507043
514888,Jose Altuve,Houston,278,0.233,0.307,0.1366906474820144,0.04316546762589928,0.0,0.02877697841726619,0.09712230215827344,0.2158273381294964,0.04316546762589928,0.42805755395683454,0.0035971223021582736,0.0035971223021582736,0.015384615384615385,0.03076923076923077
702332,Caleb Durbin,Boston,278,0.229,0.286,0.11870503597122302,0.06115107913669065,0.0035971223021582736,0.025179856115107913,0.07553956834532383,0.1474820143884892,0.02158273381294964,0.5323741007194245,0.007194244604316547,0.007194244604316547,0.16666666666666666,0.05555555555555555
643446,Jeff McNeil,Athletics,277,0.229,0.297,0.1588447653429603,0.036101083032490974,0.0,0.010830324909747292,0.09025270758122739,0.1263537906137184,0.02527075812274368,0.5415162454873647,0.007220216606498195,0.0036101083032490976,0.014492753623188406,0.028985507246376812
696285,Jacob Young,Washington,277,0.225,0.275,0.13357400722021662,0.039711191335740074,0.007220216606498195,0.02888086642599278,0.06498194945848379,0.19494584837545126,0.018050541516245487,0.5090252707581228,0.0,0.0036101083032490976,0.14545454545454545,0.03636363636363636
657757,Gavin Sheets,San Diego,276,0.234,0.322,0.10507246376811594,0.050724637681159424,0.0,0.050724637681159424,0.11594202898550732,0.22826086956521738,0.025362318840579712,0.42391304347826086,0.0,0.0,0.06557377049180328,0.0
662139,Daulton Varsho,Toronto,275,0.258,0.327,0.14181818181818182,0.05818181818181818,0.007272727272727273,0.025454545454545455,0.09454545454545449,0.2109090909090909,0.0036363636363636364,0.45454545454545453,0.0036363636363636364,0.0,0.1076923076923077,0.0
691720,Kyle Karros,Colorado,274,0.258,0.354,0.1386861313868613,0.058394160583941604,0.0036496350364963502,0.021897810218978103,0.13138686131386867,0.21532846715328466,0.0072992700729927005,0.41605839416058393,0.0072992700729927005,0.0,0.02702702702702703,0.0
624585,Jorge Soler,Los Angeles,272,0.22,0.309,0.11029411764705882,0.03676470588235294,0.003676470588235294,0.04044117647058824,0.11764705882352944,0.3125,0.025735294117647058,0.3382352941176471,0.014705882352941176,0.0,0.0,0.0
700932,Kyle Manzardo,Cleveland,272,0.231,0.32,0.13602941176470587,0.025735294117647058,0.003676470588235294,0.03676470588235294,0.11764705882352955,0.3161764705882353,0.014705882352941176,0.34191176470588236,0.007352941176470588,0.0,0.0,0.0
686948,Drake Baldwin,Atlanta,270,0.255,0.337,0.15185185185185185,0.022222222222222223,0.0,0.05185185185185185,0.11111111111111127,0.24444444444444444,0.025925925925925925,0.3888888888888889,0.003703703703703704,0.0,0.014084507042253521,0.014084507042253521
665750,Leody Taveras,Baltimore,269,0.248,0.324,0.14869888475836432,0.03717472118959108,0.01858736059479554,0.011152416356877323,0.1003717472118959,0.241635687732342,0.01858736059479554,0.3940520446096654,0.0037174721189591076,0.026022304832713755,0.14925373134328357,0.04477611940298507
545121,Ildemaro Vargas,Arizona,269,0.256,0.3,0.16356877323420074,0.040892193308550186,0.007434944237918215,0.026022304832713755,0.06319702602230493,0.09293680297397769,0.011152416356877323,0.587360594795539,0.0037174721189591076,0.0037174721189591076,0.016666666666666666,0.0
592626,Joc Pederson,Texas,268,0.24,0.337,0.11940298507462686,0.026119402985074626,0.007462686567164179,0.05223880597014925,0.1343283582089554,0.22388059701492538,0.029850746268656716,0.39552238805970147,0.011194029850746268,0.0,0.0,0.0
676609,José Caballero,New York,268,0.246,0.303,0.15671641791044777,0.03731343283582089,0.0,0.029850746268656716,0.07835820895522394,0.22014925373134328,0.029850746268656716,0.43656716417910446,0.007462686567164179,0.0037313432835820895,0.30158730158730157,0.1111111111111111
803011,Sam Antonacci,Chicago,267,0.295,0.392,0.18352059925093633,0.04119850187265917,0.00749063670411985,0.018726591760299626,0.13857677902621723,0.14606741573033707,0.003745318352059925,0.449438202247191,0.003745318352059925,0.00749063670411985,0.12790697674418605,0.03488372093023256
694212,Samuel Basallo,Baltimore,267,0.256,0.318,0.149812734082397,0.033707865168539325,0.003745318352059925,0.0449438202247191,0.08614232209737827,0.2546816479400749,0.0149812734082397,0.4044943820224719,0.00749063670411985,0.0,0.0,0.0
669065,Kyle Stowers,Miami,267,0.231,0.32,0.10112359550561797,0.0599250936329588,0.011235955056179775,0.0299625468164794,0.11610486891385774,0.31835205992509363,0.026217228464419477,0.3295880149812734,0.003745318352059925,0.003745318352059925,0.017241379310344827,0.017241379310344827
702222,Justin Crawford,Philadelphia,265,0.256,0.307,0.17735849056603772,0.045283018867924525,0.007547169811320755,0.007547169811320755,0.06792452830188678,0.20754716981132076,0.0037735849056603774,0.47924528301886793,0.0,0.0037735849056603774,0.15384615384615385,0.046153846153846156
663757,Trent Grisham,New York,264,0.232,0.341,0.11742424242424243,0.041666666666666664,0.007575757575757576,0.030303030303030304,0.14393939393939392,0.1590909090909091,0.015151515151515152,0.4772727272727273,0.007575757575757576,0.0,0.08695652173913043,0.014492753623188406
669003,Garrett Mitchell,Milwaukee,263,0.264,0.359,0.13307984790874525,0.060836501901140684,0.011406844106463879,0.022813688212927757,0.12927756653992395,0.33840304182509506,0.0076045627376425855,0.2889733840304182,0.0038022813688212928,0.0038022813688212928,0.08695652173913043,0.07246376811594203
643217,Andrew Benintendi,Chicago,263,0.243,0.298,0.12927756653992395,0.045627376425855515,0.0076045627376425855,0.03802281368821293,0.07604562737642573,0.25475285171102663,0.015209125475285171,0.41825095057034223,0.011406844106463879,0.0038022813688212928,0.018518518518518517,0.0
678554,Curtis Mead,Washington,262,0.227,0.324,0.09923664122137404,0.04198473282442748,0.003816793893129771,0.05343511450381679,0.12595419847328237,0.18702290076335878,0.022900763358778626,0.46564885496183206,0.0,0.0,0.06779661016949153,0.03389830508474576
592450,Aaron Judge,New York,261,0.248,0.375,0.09961685823754789,0.038314176245210725,0.0,0.06513409961685823,0.17624521072796928,0.27586206896551724,0.03065134099616858,0.3103448275862069,0.0038314176245210726,0.0,0.07142857142857142,0.04285714285714286
663616,Trevor Larnach,Minnesota,261,0.291,0.381,0.1685823754789272,0.06130268199233716,0.0038314176245210726,0.019157088122605363,0.12643678160919536,0.17624521072796934,0.022988505747126436,0.41762452107279696,0.0,0.0038314176245210726,0.025974025974025976,0.025974025974025976
664983,Jake McCarthy,Colorado,259,0.294,0.332,0.16602316602316602,0.06177606177606178,0.019305019305019305,0.023166023166023165,0.05791505791505802,0.1776061776061776,0.011583011583011582,0.4594594594594595,0.011583011583011582,0.011583011583011582,0.22413793103448276,0.05172413793103448
666969,Adolis García,Philadelphia,259,0.195,0.27,0.11196911196911197,0.03088803088803089,0.003861003861003861,0.02702702702702703,0.09652509652509655,0.32432432432432434,0.007722007722007722,0.3861003861003861,0.011583011583011582,0.0,0.05555555555555555,0.0
668885,Austin Martin,Minnesota,257,0.241,0.346,0.1556420233463035,0.042801556420233464,0.0,0.007782101167315175,0.1400778210116731,0.17898832684824903,0.01556420233463035,0.45525291828793774,0.0038910505836575876,0.0,0.10526315789473684,0.06578947368421052
672724,Oswald Peraza,Los Angeles,255,0.255,0.299,0.1607843137254902,0.043137254901960784,0.00784313725490196,0.027450980392156862,0.05882352941176472,0.27450980392156865,0.0196078431372549,0.403921568627451,0.0,0.00392156862745098,0.16071428571428573,0.03571428571428571
690993,Colt Keith,Detroit,249,0.249,0.293,0.1686746987951807,0.03614457831325301,0.008032128514056224,0.020080321285140562,0.06024096385542177,0.18875502008032127,0.01606425702811245,0.4979919678714859,0.004016064257028112,0.0,0.07017543859649122,0.0
808959,Munetaka Murakami,Chicago,246,0.24,0.378,0.0975609756097561,0.016260162601626018,0.0,0.08130081300813008,0.18292682926829273,0.3252032520325203,0.008130081300813009,0.2845528455284553,0.0040650406504065045,0.0,0.014492753623188406,0.043478260869565216
668901,Mark Vientos,New York,245,0.209,0.249,0.11836734693877551,0.036734693877551024,0.0,0.04081632653061224,0.053061224489796,0.24081632653061225,0.04081632653061224,0.46122448979591835,0.00816326530612245,0.0,0.0,0.0
671976,Tristan Peters,Chicago,245,0.286,0.344,0.16326530612244897,0.06938775510204082,0.00816326530612245,0.0163265306122449,0.08163265306122458,0.17959183673469387,0.0,0.46122448979591835,0.004081632653061225,0.0163265306122449,0.08333333333333333,0.03333333333333333
605170,Victor Caratini,Minnesota,243,0.239,0.337,0.1440329218106996,0.024691358024691357,0.0,0.02880658436213992,0.13991769547325106,0.18518518518518517,0.01646090534979424,0.4279835390946502,0.03292181069958848,0.0,0.0,0.0
656555,Rhys Hoskins,Cleveland,243,0.182,0.317,0.06584362139917696,0.053497942386831275,0.0,0.02880658436213992,0.16872427983539084,0.31275720164609055,0.012345679012345678,0.34156378600823045,0.01646090534979424,0.0,0.0,0.0
682657,Angel Martínez,Cleveland,243,0.239,0.276,0.12757201646090535,0.04526748971193416,0.00411522633744856,0.04526748971193416,0.04938271604938271,0.21810699588477367,0.0205761316872428,0.4691358024691358,0.00411522633744856,0.01646090534979424,0.20930232558139536,0.046511627906976744
668709,JJ Bleday,Cincinnati,241,0.236,0.346,0.0954356846473029,0.04564315352697095,0.004149377593360996,0.05394190871369295,0.14937759336099588,0.1991701244813278,0.02074688796680498,0.42323651452282157,0.008298755186721992,0.0,0.05172413793103448,0.05172413793103448
671732,Lawrence Butler,Athletics,240,0.196,0.283,0.125,0.029166666666666667,0.0,0.020833333333333332,0.10833333333333339,0.2708333333333333,0.0125,0.43333333333333335,0.0,0.0,0.10714285714285714,0.05357142857142857
668939,Adley Rutschman,Baltimore,240,0.252,0.325,0.12083333333333333,0.0625,0.004166666666666667,0.03333333333333333,0.10416666666666663,0.15,0.020833333333333332,0.48333333333333334,0.020833333333333332,0.0,0.0,0.018518518518518517
682177,Daniel Schneemann,Cleveland,240,0.216,0.288,0.12916666666666668,0.041666666666666664,0.0,0.025,0.09166666666666656,0.2916666666666667,0.020833333333333332,0.4,0.0,0.0,0.09433962264150944,0.03773584905660377
694497,Evan Carter,Texas,239,0.178,0.289,0.09205020920502092,0.02510460251046025,0.008368200836820083,0.02510460251046025,0.13389121338912124,0.24267782426778242,0.0,0.45188284518828453,0.0041841004184100415,0.016736401673640166,0.18518518518518517,0.0
663728,Cal Raleigh,Seattle,239,0.164,0.268,0.08786610878661087,0.02092050209205021,0.0,0.03347280334728033,0.12552301255230125,0.3138075313807531,0.016736401673640166,0.39330543933054396,0.008368200836820083,0.0,0.0392156862745098,0.0196078431372549
663837,Matt Vierling,Detroit,236,0.201,0.255,0.11016949152542373,0.046610169491525424,0.00423728813559322,0.0211864406779661,0.07203389830508478,0.16101694915254236,0.01694915254237288,0.5466101694915254,0.01694915254237288,0.00423728813559322,0.06976744186046512,0.046511627906976744
660670,Ronald Acuña Jr.,Atlanta,236,0.251,0.373,0.13135593220338984,0.0423728813559322,0.00423728813559322,0.029661016949152543,0.1652542372881356,0.22033898305084745,0.0,0.3983050847457627,0.00847457627118644,0.0,0.21428571428571427,0.1
683953,Travis Bazzana,Cleveland,235,0.245,0.336,0.13191489361702127,0.04680851063829787,0.00425531914893617,0.029787234042553193,0.123404255319149,0.20425531914893616,0.0,0.451063829787234,0.00851063829787234,0.0,0.2,0.05
694192,Jackson Chourio,Milwaukee,234,0.296,0.355,0.1581196581196581,0.05982905982905983,0.0,0.05128205128205128,0.08547008547008561,0.23931623931623933,0.004273504273504274,0.3974358974358974,0.004273504273504274,0.0,0.10526315789473684,0.0
660821,Jesús Sánchez,Toronto,234,0.274,0.316,0.1623931623931624,0.05982905982905983,0.0,0.029914529914529916,0.0641025641025641,0.2222222222222222,0.017094017094017096,0.42735042735042733,0.017094017094017096,0.0,0.018867924528301886,0.018867924528301886
691723,Coby Mayo,Baltimore,234,0.188,0.256,0.08974358974358974,0.038461538461538464,0.0,0.042735042735042736,0.08547008547008561,0.3333333333333333,0.01282051282051282,0.39316239316239315,0.004273504273504274,0.0,0.024390243902439025,0.0
683357,Owen Caissie,Miami,234,0.24,0.299,0.11965811965811966,0.05128205128205128,0.0,0.042735042735042736,0.08547008547008539,0.3888888888888889,0.008547008547008548,0.2777777777777778,0.02564102564102564,0.0,0.08333333333333333,0.020833333333333332
681393,Connor Norby,Miami,233,0.205,0.313,0.1072961373390558,0.05150214592274678,0.0,0.017167381974248927,0.13733905579399142,0.30042918454935624,0.02145922746781116,0.3605150214592275,0.004291845493562232,0.0,0.10526315789473684,0.05263157894736842
663886,Tyler Stephenson,Cincinnati,233,0.23,0.318,0.13304721030042918,0.04291845493562232,0.0,0.02575107296137339,0.11587982832618038,0.2532188841201717,0.017167381974248927,0.4034334763948498,0.008583690987124463,0.0,0.0,0.017241379310344827
670764,Taylor Walls,Tampa Bay,233,0.231,0.33,0.14163090128755365,0.04291845493562232,0.008583690987124463,0.0,0.128755364806867,0.24034334763948498,0.008583690987124463,0.3948497854077253,0.008583690987124463,0.02575107296137339,0.19047619047619047,0.047619047619047616
502671,Paul Goldschmidt,New York,233,0.278,0.339,0.15021459227467812,0.03862660944206009,0.004291845493562232,0.060085836909871244,0.0858369098712447,0.20600858369098712,0.012875536480686695,0.43776824034334766,0.004291845493562232,0.0,0.01818181818181818,0.0
542303,Marcell Ozuna,Pittsburgh,233,0.2,0.279,0.12875536480686695,0.02145922746781116,0.0,0.030042918454935622,0.09871244635193133,0.30472103004291845,0.017167381974248927,0.39914163090128757,0.0,0.0,0.0,0.0
672515,Gabriel Moreno,Arizona,232,0.283,0.371,0.16379310344827586,0.05172413793103448,0.0,0.02586206896551724,0.1293103448275862,0.15948275862068967,0.021551724137931036,0.43103448275862066,0.017241379310344827,0.0,0.058823529411764705,0.014705882352941176
804606,Konnor Griffin,Pittsburgh,232,0.269,0.323,0.1724137931034483,0.04310344827586207,0.008620689655172414,0.021551724137931036,0.0775862068965516,0.2672413793103448,0.01293103448275862,0.3879310344827586,0.008620689655172414,0.0,0.27586206896551724,0.017241379310344827
573262,Mike Yastrzemski,Atlanta,231,0.221,0.312,0.1341991341991342,0.03896103896103896,0.004329004329004329,0.017316017316017316,0.11688311688311681,0.24242424242424243,0.004329004329004329,0.44155844155844154,0.0,0.0,0.017241379310344827,0.0
592663,J.T. Realmuto,Philadelphia,231,0.201,0.286,0.11688311688311688,0.03896103896103896,0.0,0.021645021645021644,0.10822510822510822,0.20346320346320346,0.012987012987012988,0.48917748917748916,0.008658008658008658,0.0,0.057692307692307696,0.0
669357,Nolan Gorman,St. Louis,229,0.194,0.279,0.1222707423580786,0.017467248908296942,0.0,0.03056768558951965,0.10917030567685593,0.3231441048034934,0.004366812227074236,0.3799126637554585,0.013100436681222707,0.0,0.0,0.018867924528301886
680869,Zack Gelof,Athletics,228,0.282,0.336,0.16228070175438597,0.043859649122807015,0.0043859649122807015,0.04824561403508772,0.07456140350877194,0.2412280701754386,0.021929824561403508,0.39473684210526316,0.0,0.008771929824561403,0.14814814814814814,0.018518518518518517
691785,Marcelo Mayer,Boston,228,0.22,0.282,0.14035087719298245,0.043859649122807015,0.0,0.013157894736842105,0.08771929824561397,0.19298245614035087,0.021929824561403508,0.4868421052631579,0.013157894736842105,0.0,0.058823529411764705,0.0
666152,David Hamilton,Milwaukee,227,0.232,0.31,0.15418502202643172,0.022026431718061675,0.00881057268722467,0.013215859030837005,0.10132158590308371,0.22466960352422907,0.004405286343612335,0.42731277533039647,0.0,0.04405286343612335,0.2982456140350877,0.08771929824561403
657041,Lane Thomas,Kansas City,227,0.212,0.322,0.12334801762114538,0.03524229074889868,0.0,0.022026431718061675,0.1409691629955947,0.22466960352422907,0.013215859030837005,0.43171806167400884,0.00881057268722467,0.0,0.06666666666666667,0.05
670042,Luke Raley,Seattle,227,0.238,0.302,0.11894273127753303,0.030837004405286344,0.004405286343612335,0.06167400881057269,0.08370044052863446,0.32158590308370044,0.0,0.3700440528634361,0.0,0.00881057268722467,0.021739130434782608,0.021739130434782608
553993,Eugenio Suárez,Cincinnati,225,0.206,0.276,0.10666666666666667,0.044444444444444446,0.0,0.035555555555555556,0.0888888888888889,0.3333333333333333,0.008888888888888889,0.37777777777777777,0.0044444444444444444,0.0,0.0,0.022727272727272728
592885,Christian Yelich,Milwaukee,224,0.256,0.335,0.15625,0.044642857142857144,0.004464285714285714,0.022321428571428572,0.1071428571428571,0.29464285714285715,0.004464285714285714,0.36160714285714285,0.004464285714285714,0.0,0.0847457627118644,0.0
666397,Edouard Julien,Colorado,224,0.229,0.339,0.15178571428571427,0.03125,0.004464285714285714,0.008928571428571428,0.1428571428571428,0.26339285714285715,0.026785714285714284,0.3705357142857143,0.0,0.0,0.06060606060606061,0.045454545454545456
605141,Mookie Betts,Los Angeles,223,0.244,0.3,0.13901345291479822,0.03587443946188341,0.0,0.04932735426008968,0.07623318385650224,0.12556053811659193,0.04035874439461883,0.5291479820627802,0.004484304932735426,0.0,0.020833333333333332,0.041666666666666664
608348,Carson Kelly,Chicago,223,0.281,0.368,0.18385650224215247,0.04484304932735426,0.0,0.017937219730941704,0.12107623318385652,0.15695067264573992,0.017937219730941704,0.45739910313901344,0.0,0.0,0.0,0.014705882352941176
609280,Miguel Andujar,San Diego,222,0.262,0.302,0.15315315315315314,0.06306306306306306,0.009009009009009009,0.02252252252252252,0.05405405405405417,0.15315315315315314,0.04054054054054054,0.5045045045045045,0.0,0.0,0.043478260869565216,0.043478260869565216
608369,Corey Seager,Texas,219,0.182,0.292,0.0821917808219178,0.0273972602739726,0.0,0.045662100456621,0.136986301369863,0.2694063926940639,0.0273972602739726,0.4018264840182648,0.0091324200913242,0.0,0.020833333333333332,0.0
671289,Tyler Freeman,Colorado,219,0.274,0.355,0.1917808219178082,0.0273972602739726,0.0045662100456621,0.0136986301369863,0.1095890410958904,0.1324200913242009,0.0502283105022831,0.4474885844748858,0.0,0.0228310502283105,0.07575757575757576,0.045454545454545456
686527,Dominic Canzone,Seattle,219,0.273,0.347,0.1187214611872146,0.0593607305936073,0.0045662100456621,0.0593607305936073,0.10502283105022836,0.2100456621004566,0.0091324200913242,0.4246575342465753,0.0091324200913242,0.0,0.02040816326530612,0.02040816326530612
668904,Royce Lewis,Minnesota,218,0.211,0.289,0.11467889908256881,0.03669724770642202,0.0,0.03669724770642202,0.10091743119266061,0.27522935779816515,0.009174311926605505,0.41743119266055045,0.009174311926605505,0.0,0.1276595744680851,0.0
677942,Blaze Alexander,Baltimore,215,0.306,0.36,0.19534883720930232,0.05581395348837209,0.009302325581395349,0.013953488372093023,0.08837209302325577,0.22790697674418606,0.023255813953488372,0.37209302325581395,0.004651162790697674,0.009302325581395349,0.13559322033898305,0.05084745762711865
701675,Nathan Church,St. Louis,215,0.255,0.298,0.16279069767441862,0.04186046511627907,0.004651162790697674,0.027906976744186046,0.06046511627906981,0.21395348837209302,0.013953488372093023,0.46511627906976744,0.009302325581395349,0.0,0.10416666666666667,0.041666666666666664
606192,Teoscar Hernández,Los Angeles,214,0.275,0.346,0.17289719626168223,0.037383177570093455,0.0,0.03271028037383177,0.10280373831775713,0.2757009345794392,0.028037383177570093,0.3364485981308411,0.014018691588785047,0.0,0.03389830508474576,0.0
686681,Michael Massey,Kansas City,214,0.261,0.292,0.14485981308411214,0.06542056074766354,0.0,0.03271028037383177,0.04672897196261694,0.16355140186915887,0.018691588785046728,0.5046728971962616,0.014018691588785047,0.009345794392523364,0.04878048780487805,0.0
681297,Colton Cowser,Baltimore,214,0.227,0.319,0.14485981308411214,0.014018691588785047,0.0,0.037383177570093455,0.12149532710280386,0.29439252336448596,0.004672897196261682,0.3691588785046729,0.009345794392523364,0.004672897196261682,0.07017543859649122,0.03508771929824561
805779,Jacob Wilson,Athletics,214,0.277,0.31,0.19626168224299065,0.04672897196261682,0.0,0.018691588785046728,0.04672897196261694,0.11682242990654206,0.018691588785046728,0.5467289719626168,0.004672897196261682,0.004672897196261682,0.038461538461538464,0.0
656716,Zach McKinstry,Detroit,213,0.193,0.275,0.12206572769953052,0.023474178403755867,0.009389671361502348,0.014084507042253521,0.10328638497652576,0.16901408450704225,0.014084507042253521,0.5258215962441315,0.009389671361502348,0.009389671361502348,0.020833333333333332,0.0625
663968,Jake Mangum,Pittsburgh,211,0.302,0.351,0.23222748815165878,0.037914691943127965,0.0,0.004739336492890996,0.07109004739336477,0.18009478672985782,0.018957345971563982,0.43601895734597157,0.004739336492890996,0.014218009478672985,0.21875,0.078125
694728,Brice Matthews,Houston,211,0.191,0.244,0.11848341232227488,0.023696682464454975,0.004739336492890996,0.02843601895734597,0.06635071090047395,0.3222748815165877,0.014218009478672985,0.4075829383886256,0.004739336492890996,0.009478672985781991,0.05128205128205128,0.10256410256410256
691594,Javier Sanoja,Miami,210,0.277,0.321,0.16666666666666666,0.06666666666666667,0.009523809523809525,0.014285714285714285,0.06190476190476191,0.1,0.009523809523809525,0.5619047619047619,0.004761904761904762,0.004761904761904762,0.10416666666666667,0.041666666666666664
