batter,name,team,pa,avg,obp,p_1b,p_2b,p_3b,p_hr,p_bb,p_k,p_dp,p_out,p_sf,p_sh,sb_rate,cs_rate
621566,Matt Olson,Atlanta,366,0.272,0.342,0.1284153005464481,0.060109289617486336,0.0,0.0546448087431694,0.09836065573770492,0.22950819672131148,0.00546448087431694,0.41530054644808745,0.00819672131147541,0.0,0.024096385542168676,0.0
678246,Miguel Vargas,Chicago,365,0.244,0.357,0.1095890410958904,0.0410958904109589,0.0027397260273972603,0.052054794520547946,0.1534246575342466,0.1643835616438356,0.010958904109589041,0.4602739726027397,0.005479452054794521,0.0,0.11578947368421053,0.021052631578947368
547180,Bryce Harper,Philadelphia,365,0.275,0.375,0.12876712328767123,0.0410958904109589,0.005479452054794521,0.0547945205479452,0.14520547945205464,0.19452054794520549,0.021917808219178082,0.3917808219178082,0.01643835616438356,0.0,0.05,0.03
668930,Brice Turang,Milwaukee,364,0.259,0.36,0.13186813186813187,0.046703296703296704,0.008241758241758242,0.03296703296703297,0.13736263736263743,0.260989010989011,0.019230769230769232,0.3489010989010989,0.005494505494505495,0.008241758241758242,0.1326530612244898,0.02040816326530612
669364,Xavier Edwards,Miami,363,0.303,0.381,0.19834710743801653,0.03581267217630854,0.013774104683195593,0.01652892561983471,0.11570247933884292,0.12121212121212122,0.02203856749311295,0.465564738292011,0.008264462809917356,0.0027548209366391185,0.11403508771929824,0.02631578947368421
691406,Junior Caminero,Tampa Bay,363,0.293,0.383,0.15426997245179064,0.03305785123966942,0.0,0.06611570247933884,0.12947658402203843,0.1790633608815427,0.0440771349862259,0.3884297520661157,0.005509641873278237,0.0,0.0,0.019417475728155338
646240,Rafael Devers,San Francisco,363,0.242,0.306,0.11019283746556474,0.06611570247933884,0.0027548209366391185,0.04132231404958678,0.08539944903581276,0.2892561983471074,0.01928374655647383,0.38016528925619836,0.005509641873278237,0.0,0.0,0.0
664023,Ian Happ,Chicago,362,0.223,0.331,0.09392265193370165,0.04419889502762431,0.0055248618784530384,0.04696132596685083,0.14088397790055252,0.32044198895027626,0.019337016574585635,0.3259668508287293,0.0027624309392265192,0.0,0.047058823529411764,0.0
682985,Riley Greene,Detroit,362,0.285,0.376,0.1685082872928177,0.04696132596685083,0.0,0.03038674033149171,0.12983425414364635,0.26795580110497236,0.024861878453038673,0.32320441988950277,0.008287292817679558,0.0,0.018518518518518517,0.009259259259259259
666176,Jo Adell,Los Angeles,362,0.246,0.29,0.15469613259668508,0.04143646408839779,0.0027624309392265192,0.03038674033149171,0.06077348066298349,0.2265193370165746,0.024861878453038673,0.4530386740331492,0.0055248618784530384,0.0,0.038461538461538464,0.0
672640,Otto Lopez,Miami,362,0.332,0.365,0.21823204419889503,0.06077348066298342,0.011049723756906077,0.019337016574585635,0.05524861878453036,0.13812154696132597,0.022099447513812154,0.4613259668508287,0.013812154696132596,0.0,0.16161616161616163,0.030303030303030304
669127,Shea Langeliers,Athletics,361,0.265,0.33,0.14127423822714683,0.0443213296398892,0.0,0.055401662049861494,0.08864265927977844,0.20221606648199447,0.0110803324099723,0.45429362880886426,0.002770083102493075,0.0,0.024096385542168676,0.012048192771084338
641355,Cody Bellinger,New York,361,0.254,0.352,0.1329639889196676,0.0443213296398892,0.008310249307479225,0.030470914127423823,0.1357340720221606,0.14127423822714683,0.00554016620498615,0.48753462603878117,0.013850415512465374,0.0,0.10309278350515463,0.041237113402061855
572233,Christian Walker,Houston,361,0.239,0.31,0.11634349030470914,0.0443213296398892,0.002770083102493075,0.05263157894736842,0.09418282548476453,0.22437673130193905,0.0221606648199446,0.4404432132963989,0.002770083102493075,0.0,0.0,0.0
606466,Ketel Marte,Arizona,360,0.267,0.322,0.14166666666666666,0.05,0.005555555555555556,0.04722222222222222,0.07777777777777772,0.1361111111111111,0.011111111111111112,0.5222222222222223,0.008333333333333333,0.0,0.0379746835443038,0.0
645277,Ozzie Albies,Atlanta,360,0.276,0.325,0.16944444444444445,0.041666666666666664,0.0,0.03611111111111111,0.07777777777777772,0.11388888888888889,0.008333333333333333,0.525,0.027777777777777776,0.0,0.011235955056179775,0.033707865168539325
802139,JJ Wetherholt,St. Louis,359,0.259,0.357,0.1671309192200557,0.022284122562674095,0.0,0.033426183844011144,0.13370473537604444,0.15877437325905291,0.002785515320334262,0.4763231197771588,0.005571030640668524,0.0,0.08333333333333333,0.0
677800,Wilyer Abreu,Boston,358,0.266,0.331,0.1564245810055866,0.0446927374301676,0.008379888268156424,0.027932960893854747,0.0949720670391061,0.2011173184357542,0.019553072625698324,0.4329608938547486,0.0111731843575419,0.002793296089385475,0.06741573033707865,0.02247191011235955
650333,Luis Arraez,San Francisco,358,0.326,0.361,0.2122905027932961,0.05027932960893855,0.019553072625698324,0.0111731843575419,0.06145251396648044,0.036312849162011177,0.01675977653631285,0.553072625698324,0.0223463687150838,0.01675977653631285,0.061224489795918366,0.0
666018,Jonathan Aranda,Tampa Bay,358,0.294,0.399,0.17039106145251395,0.036312849162011177,0.0,0.036312849162011177,0.15642458100558654,0.21787709497206703,0.019553072625698324,0.3463687150837989,0.01675977653631285,0.0,0.0,0.0
677951,Bobby Witt Jr.,Kansas City,358,0.293,0.366,0.16759776536312848,0.055865921787709494,0.002793296089385475,0.0335195530726257,0.10614525139664821,0.16759776536312848,0.01675977653631285,0.441340782122905,0.008379888268156424,0.0,0.2857142857142857,0.04081632653061224
664040,Brandon Lowe,Pittsburgh,356,0.24,0.315,0.09831460674157304,0.05337078651685393,0.0028089887640449437,0.056179775280898875,0.1039325842696629,0.2612359550561798,0.008426966292134831,0.398876404494382,0.016853932584269662,0.0,0.0,0.0
682928,CJ Abrams,Washington,355,0.273,0.355,0.13802816901408452,0.04507042253521127,0.005633802816901409,0.05070422535211268,0.11549295774647883,0.21971830985915494,0.011267605633802818,0.4056338028169014,0.008450704225352112,0.0,0.14444444444444443,0.044444444444444446
607043,Brandon Nimmo,Texas,354,0.262,0.333,0.14689265536723164,0.05649717514124294,0.00847457627118644,0.022598870056497175,0.09887005649717517,0.2062146892655367,0.022598870056497175,0.4322033898305085,0.005649717514124294,0.0,0.034482758620689655,0.011494252873563218
682998,Corbin Carroll,Arizona,354,0.269,0.356,0.12146892655367232,0.0480225988700565,0.02824858757062147,0.03672316384180791,0.12146892655367236,0.22033898305084745,0.011299435028248588,0.4067796610169492,0.005649717514124294,0.0,0.10465116279069768,0.023255813953488372
676475,Alec Burleson,St. Louis,353,0.275,0.343,0.1501416430594901,0.056657223796033995,0.0028328611898017,0.036827195467422094,0.09631728045325771,0.14730878186968838,0.025495750708215296,0.47592067988668557,0.0084985835694051,0.0,0.022988505747126436,0.0
656305,Matt Chapman,San Francisco,352,0.235,0.324,0.13068181818181818,0.05113636363636364,0.002840909090909091,0.019886363636363636,0.11931818181818177,0.23011363636363635,0.017045454545454544,0.42045454545454547,0.008522727272727272,0.0,0.0,0.022727272727272728
650490,Yandy Díaz,Tampa Bay,351,0.329,0.41,0.20512820512820512,0.042735042735042736,0.002849002849002849,0.03418803418803419,0.12535612535612528,0.13105413105413105,0.02564102564102564,0.42450142450142453,0.008547008547008548,0.0,0.008620689655172414,0.008620689655172414
805367,Chase Meidroth,Chicago,351,0.272,0.344,0.1794871794871795,0.042735042735042736,0.0,0.017094017094017096,0.10256410256410253,0.245014245014245,0.011396011396011397,0.38461538461538464,0.005698005698005698,0.011396011396011397,0.02040816326530612,0.02040816326530612
805300,Jakob Marsee,Miami,351,0.189,0.307,0.10826210826210826,0.03133903133903134,0.008547008547008548,0.011396011396011397,0.14529914529914534,0.2336182336182336,0.005698005698005698,0.4444444444444444,0.002849002849002849,0.008547008547008548,0.20224719101123595,0.10112359550561797
673962,Josh Jung,Texas,350,0.294,0.357,0.18285714285714286,0.05714285714285714,0.0,0.025714285714285714,0.09142857142857153,0.18,0.037142857142857144,0.42,0.005714285714285714,0.0,0.010416666666666666,0.010416666666666666
672695,Geraldo Perdomo,Arizona,350,0.244,0.358,0.14285714285714285,0.03428571428571429,0.008571428571428572,0.014285714285714285,0.15428571428571425,0.12285714285714286,0.02,0.47714285714285715,0.014285714285714285,0.011428571428571429,0.11538461538461539,0.07692307692307693
665489,Vladimir Guerrero Jr.,Toronto,348,0.267,0.348,0.1839080459770115,0.03735632183908046,0.0,0.011494252873563218,0.11494252873563215,0.11206896551724138,0.028735632183908046,0.49712643678160917,0.014367816091954023,0.0,0.057692307692307696,0.009615384615384616
592518,Manny Machado,San Diego,348,0.19,0.274,0.07471264367816093,0.04597701149425287,0.0,0.04597701149425287,0.10632183908045978,0.22126436781609196,0.017241379310344827,0.47126436781609193,0.014367816091954023,0.0028735632183908046,0.015873015873015872,0.015873015873015872
702284,Cole Young,Seattle,348,0.261,0.323,0.1724137931034483,0.034482758620689655,0.0028735632183908046,0.02586206896551724,0.08620689655172409,0.1724137931034483,0.005747126436781609,0.4885057471264368,0.008620689655172414,0.0028735632183908046,0.022222222222222223,0.03333333333333333
